WorkerId,SubmitTime,language,experiment.type,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
G70ZFPN7UC3MRBASLW4VYHQN8DP7Y0,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,guitar,Guitars are the most popular instrument of country artists.,48,1,3779,53,target
G8S0UGR5S7TNFQXA20Y52FGEYTZJU6,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,cat,A cat lays in the sun and sleeps all day.,63,2,4445,54,target
Y6YG79QTLOYJM33U6ICU7N1YSRKXV1,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,skunk,Skunks are cute but stinky.,3776,1,2813,55,target
WY6PA23RNMEYMNM53S4MN7G9JPHK06,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,pig,The pigs squealed in the mud.,655,2,2605,56,target
BYPXMPI5MDQY3SWHI4ZYZDCQ0WT5T5,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,pigeon,A pigeon STOOD ON THE ROOF. ,3118,2,3365,57,target
H87G0ZNFF69N6T9HQUQ13A25RXWC14,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,bed,The bed is comfortable,3673,2,4050,29,target
BUWCYO16POWKQGC2VBZAHEYLXAAO0V,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,knife,Knives flew through the air at the target. ,1575,2,4951,28,target
VSOG63YA2Q6FONUTUGTNWACQMEOHM4,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,kangaroo,Kangaroos are marsupials.,202,1,3228,25,target
7MN77WCWGP7YR966HYC3BL0ZW5VBK0,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,towel,Towels are a must for any home,1680,1,3252,24,target
1HU9L3I72ZZFUBCITNIPLOEKGTQBYA,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,elephant,Elephants like to trumpet when they are happy.,3598,1,3877,27,target
XS54WM46DY76NT18J8UHH3C5H0GU7L,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,panda,Pandas chewed bamboo in their cages at the zoo.,2042,2,6213,26,target
VFOFRMNIGJN9MCQOOW5K0UDGTP67CM,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,indefinite,tire,A tire blew out when it ran over a sharp object.,1989,2,8236,21,target
ZZK8UCXWL1H5IOSYPX5XEB4YYS0GTW,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,pigeon,The pigeons eat seeds.,608,2,8139,20,target
JZYJP9KPU0VAPRX4RX57ODEUDUGAJ3,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,computer,The computer just stopped working.,2297,2,3061,23,target
FDKC5WYG98Y5LYUKBAXLRNZ9WFDN6Z,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,fence,"The fences were blue, having recently been painted.",3542,2,6227,22,target
RQ71EBKOJZAG2AKSQFG9YEMBZGGCZI,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,couch,The couch was full of laundry.,2098,2,4645,100,target
OLUK6SQJE9JY6BI4SZPXF10SN3O65B,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,lion,Lions eat meat.,1254,1,6359,6,target
R57LO4T1EIQIWU9VJ1DPV3OF50HP77,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,clock,Clocks sometimes chime the hour.,3173,2,17165,7,target
UYAB9NJOVPC4EMI0F04I4W6RMHTEGP,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,sword,Swords are weapons.,3173,1,16123,4,example
TPJJH3W81LG4GRUYKCQ2PLGXZIPZVM,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,shark,The sharks swam frantically.,2547,2,7812,5,target
74IK82F38KV0QX76LEPTIVT0DWN5JO,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,zebra,The zebra is not extinct.,2547,1,9105,2,example
MSBZNDRUY83R7RMWWO5S26SFCAT5BB,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,mouse,A mouse lives in my house.,2547,2,8227,3,example
WZSIQ52WU286M6PBD3M3SBV6SNAS51,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,bus,The buses were blocking traffic.,2547,1,24444,1,example
I4FAF50FJL8SITN1U49Y435UK1AL89,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,indefinite,kite,A kite was flying high above the sand dune.,1745,2,5973,8,target
HT33TZ9YZYMXC3QXIV17DJCVG8L5IL,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,light bulb,The light bulbs crashed to the floor.,2853,2,7379,9,target
R0E3TK7E8JJT8G5GGXXK3O3H4VB3MF,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,football,The footballs were flat.,4305,2,4009,38,target
DV73UJO6NG9KKINP4N1P76NDRKEEX3,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,squirrel,"The squirrels utterly destroyed the new bird feeder; clearly, this was war.",3984,2,7404,39,target
3WFN2NG4MDWPAIOU12HPSQN5IY8G26,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,television,The television turned on by itself.,3400,2,4364,36,target
EG3RZUKKUDJICURHQQHOQV6K5CO5EZ,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,camel,The camel uses his humps to conserve water,301,1,4629,37,target
VEZ3I4Z6596U6MDG1N5SWMK167B7I2,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,shirt,The shirt is very wrinkled.,3661,2,4141,34,target
45OWPJWO9LOWXZH59ULYKZ2RDVSY1W,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,bed,Beds were brought and the children had somewhere nice to sleep during the storm.,2615,2,6932,35,target
TF57OFXJ499CC4ZG3NYVZFQ9AIY99F,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,bicycle,The bicycle crashed into the fence.,3193,2,4397,32,target
8RS93G3A6Z84ZPW1U63ZZJ968E8F7Z,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,penguin,The penguins waddled.,1040,2,3419,33,target
V2XQ38VS3RJKAJ00WU0CQMTM2SOF2Y,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,marble,Marbles are made of glass.,2217,1,3668,30,target
8CX4YKLHA17YSW2I5I883RURI5JJQC,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,lion,The lion is in the zoo.,3302,2,2932,31,target
NGVENKR9AJA2XA0A44EH4IV2TAZB3W,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,dog,The dogs like to chase cats,324,2,3541,89,target
HUVZ74TQW2N55GQRQ2VA98AV6Y3T6A,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,fox,The fox crossed under the fence.,3484,2,2876,88,target
W0XVZC21Y9AGFA884XUE2CHMQOSAAU,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,guitar,The guitar was out of tune.,2710,2,2957,83,target
4G27H9TMCAW0R42KZMKRVGGZ23Q3KW,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,chair,The chairs are stack up against the wall.,405,2,6276,82,target
RZ5OCB81NASRX9PZ980L15X9CI9V9Z,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,cow,The cow is mooing.,3808,2,2892,81,target
SLHZEGLNFKRSV2ZUC3YERWS95EQBK7,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,clock,The clock chimed away,3272,2,3005,80,target
6WMSF9A6RGC5M1YAP1CVPLZQ11K0FH,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,dog,A dog was running wild in our neighborhood.,910,2,3876,87,target
ECM5B7FGTZN173JRT41SCTM4OGAO3S,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,butterfly,The butterflies migrated many miles.,3773,2,5411,86,target
UHT7B48VVSWGDGNNIE4MWM261OFUNL,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,dolphin,A dolphin got caught in our fishing nets.,1277,2,3141,85,target
AJUXWRJHMK720I1JW0WT5BEW9VN1Q4,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,squirrel,A squirrel runs up the tree.,518,2,3269,84,target
4TYCRU5OGX2E2VF7V4HNRGSSEUWLTH,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,cat,The cats meowed.,1832,2,5972,14,target
WKKD176NBU3Q7P1USH07YEFD6W7NTX,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,peacock,Peacocks are brightly colored,4254,1,5197,15,target
AAOO9LBSN8UO8XHO7ZC2XQGYI5AGEB,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,trumpet,The trumpets blared loudly as the King and Queen waved from their balcony.,899,2,9181,16,target
CWSP1LO0NKW8HKZ9EL7R7BJ2S1HQK2,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,panda,The panda is a mammal.,2416,1,9372,17,target
SW9Q6UCDGGQOJQWDH8D5JQS6BR8ZKA,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,camel,Camels are very uncomfortable to ride on without a saddle.,1725,1,7636,10,target
1JGN99YGLGEO52VI16FRI225BEVR46,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,rabbit,The rabbit was hopping across the field.,1479,2,4092,11,target
WUZMID0E7ABVO980O6HDZMEL89RQJE,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,indefinite,butterfly,A butterfly fluttered across the blue sky.,1978,2,2525,12,target
6Y15YQO814DVYC9NH5C7TVJSFU047V,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,tire,The tires on the car were flat.,3398,2,4380,13,target
CGNAAKB6A8YNJ364I02PDFVEO914L2,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,definite,turtle,The turtles Have shells on their backs,1378,2,16667,18,target
MQ20NMIP8KCGZUJJMIUKT1L74NUZ7W,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,cheetah,Cheetahs are dangerous animals.,1915,1,5431,19,target
3R3YTPGIB1TLX4MO6GZABRYRX1Y9BC,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,definite,boat,The boats are in the harbor.,2901,2,2884,98,target
5LVAOFPSN6RDXWID55I9SQSIDNE8K4,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,computer,Computers are getting smaller.,2881,1,2972,99,target
RFSZCUDQ2Z9YDNQI16DIT2UTSLW8ZP,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,gorilla,Gorillas take care of their young like humans.,948,1,3451,94,target
1WGMTAPJWE5RM4QEKBEKQVY115P9D1,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,plural,indefinite,fox,Foxes ran from the hunters.,187,2,17093,95,target
4JFDW0646SQKJB5BZJYF6YBDFIVYKD,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,indefinite,lamp,A lamp  or a torch are the most common light sources for dungeoneering.,3195,1,11219,96,target
WMR2PHSBMP7R1QXTZP69V7WKKA89G6,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,plural,indefinite,bicycle,Bicycles are a great way to travel. ,3969,1,5813,97,target
ODG9TXZ7UTX5CIY9A8BLWB2BAK0S1H,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,knife,The knife snapped the moment it pierced the skin of the sweet potato.,4022,2,7449,90,target
1P11ZCLPZRGRLPN9LPX2PCXJB18R1U,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,definite,towel,The towel needs to be washed,1089,2,6233,91,target
UI68W2VMXN2H7P5RQMNTEOLB3EKVAK,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,inanimate,singular,indefinite,zipper,A zipper can often get stuck. ,4292,1,2987,92,target
XPTVNSLJNLOLTY54IURP4344L7IPMS,Sat Apr 25 14:50:04 PDT 2015,"""english""",1,animate,singular,definite,skunk,The skunk made an awful smell,2030,2,3756,93,target
JXZ1S0PX74VOJMELADVOG93AU91HIL,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,butterfly,A butterfly fluttered across the blue sky.,1978,2,3118,61,target
0A05KZHB2UDGSFSS3I7X6MIF4QMUYH,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,toilet,A toilet should be cleaned regularly.,279,1,3215,60,target
JYGBM56OXN1FHSFLJIJ9LUZHZ8JY3R,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,elephant,Elephants like to trumpet when they are happy.,3598,1,5038,63,target
I0X8V3LU84JZU455EPS9HEJPRZFY1M,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,squirrel,A squirrel runs up the tree.,518,2,3031,62,target
WFMP9RYIR6T8PYDSHX0FMS46CF74R7,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,knife,The knife snapped the moment it pierced the skin of the sweet potato.,4022,2,4425,65,target
TYF9RXZJFKX3K3N5D1310L5TMV1YZ0,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,marble,Marbles are made of glass.,2217,1,4076,64,target
V64ESW4B133E74JKD1UTNLE459MZXH,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,zipper,A zipper can often get stuck. ,4292,1,3479,67,target
ZVTL6QOCOAG08JO9QU6YA221E7LHCH,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,dolphin,The dolphins are always a popular attraction.,1478,1,2854,66,target
EYNPW1T2IQSNEHYLF9JH55FAGM7FXA,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,rabbit,Rabbits are hungry for carrots.,1167,1,3983,69,target
QPD28Y4L76VP8FVXUZDVTHSGVU0XD4,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,peacock,The peacock PROUDLY SHOWED ITS COLORS. ,3139,2,5854,68,target
7MKS3QDUMJC4B4Y3PVYBXATTV6PPFL,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,light bulb,A light bulb turned on.,2128,2,4269,72,target
PRIK2B9RGE9PIHXZB5RHNUBIC5S7JW,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,computer,The computer just stopped working.,2297,2,2568,73,target
A7R60R9PKVM28ACOCVGSDGNW7MT73T,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,cow,Cows go MOO!,2155,1,1847,70,target
6G9JP3419G0ACI5EPDHLSH8ZA7WHO4,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,tire,The tires on the car were flat.,3398,2,2942,71,target
PZCAM6IYPGZPZARJO78O9DC566FNGE,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,boat,The boats are in the harbor.,2901,2,5286,76,target
A68DXK45YN83BIIRTBQY485TKKT9SO,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,dog,A dog was running wild in our neighborhood.,910,2,3253,77,target
7GTO9XHSTO8PWU46BN66CLXL2M6F8X,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,clock,The clock chimed away,3272,2,2439,74,target
IEOETZC7I5DAZBG8LD2XUBY9Q026SQ,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,gorilla,The gorilla is an amazing jungle animal.,3222,1,2702,75,target
E9RH86A5QNUAXEJDGHXCRTSHP2V9JM,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,fence,A fence is white.,3835,1,3543,78,target
T6MDLI02T3C90RKRP4GAN7BBD1ED1Y,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,couch,Couches are comfortable. ,127,1,2167,79,target
77NJ5TSHO8MJNBXBBWAXYUGAG6LXSI,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,fox,Foxes ran from the hunters.,187,1,1982,47,target
83XAX7GCI3N1NKP4VLPBM0SXQZMRD8,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,turtle,A turtle moved slowly across the grass.,1145,2,2958,46,target
KK0WRTMMO9LU0O7UABY957QKL5RFTZ,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,computer,Computers are getting smaller.,2881,1,2312,45,target
U39M4J5DCVO41CJRQYAQD8M1W2QHO6,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,clock,Clocks sometimes chime the hour.,3173,1,2749,44,target
RQ4VULR3NUTI8TTWJGIBR23LW0DGFH,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,television,The television turned on by itself.,3400,2,2663,43,target
IEM8RGTT07ZKS82RMTTWIDJYIZATFG,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,football,The footballs were flat.,4305,2,2848,42,target
TAXN10U8YC036GSI532G482ZWPN1AA,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,penguin,The penguins waddled.,1040,2,4908,41,target
H9UE3ITNC2MZ1WACS46AYXEIWE3MR3,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,piano,The piano needed tuning,336,2,4952,40,target
G7WQGEWRG83L31EOPH9PU4RHTU43PF,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,lamp,The lamps lit up the entire room with their glow,4112,2,3240,49,target
APOV8U3QNYYBRRBKPEX3R7TODEOF5R,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,boat,A boat sailed the sea.,2093,2,3119,48,target
A7Y0S80IMW8CJBEJH8QU3GDE1DPDUH,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,lamp,A lamp  or a torch are the most common light sources for dungeoneering.,3195,1,5180,58,target
IERDY2KEQ6OSNXUE3YCN529FPQ9EWS,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,dog,The dogs like to chase cats,324,2,4494,59,target
1MUD382M3RW3TFMUCP4ZMJW2ZSBDRR,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,pigeon,A pigeon STOOD ON THE ROOF. ,3118,2,4711,50,target
H8FBPIMHVINKMOULU4ZWOHQYFB6AG7,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,owl,The owls hooted in the cold night air.,888,2,4859,51,target
QU2LNHZRUAH0KQQXRPEKDO3XCBWHN8,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,toilet,The toilets flushed automatically.,3168,2,4519,52,target
Q1GXOV9S647VPCNNP5JBNVUGX83PS7,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,bed,Beds were brought and the children had somewhere nice to sleep during the storm.,2615,2,7350,53,target
VHZKOJI12WZS5XPECQLZUCAE3TBPAS,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,television,Televisions show enetertainment,3348,1,6190,54,target
BRB8KH6APD09W8SK67VNXZYB540DMK,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,knife,Knives flew through the air at the target. ,1575,2,4455,55,target
AYB37Q2WJDO0LJFC6AODIQCGY6BWMX,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,cat,A cat lays in the sun and sleeps all day.,63,2,3470,56,target
N2YK0NMACNRVOTMQ0IYKLITA1D3IDO,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,chair,The chairs are stack up against the wall.,405,2,4734,57,target
9IM0TK5Q2RI2MVSI4S7ISM1FDMBL7M,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,bicycle,The bicycle crashed into the fence.,3193,2,3167,29,target
J87AU90CASQMQQUYZNL4BVJEMOP19S,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,cheetah,Cheetahs are dangerous animals.,1915,1,3022,28,target
Q4I2WO4N51XDFXA1FWTZ6NFPT1VK3Y,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,skunk,The skunk made an awful smell,2030,2,2910,25,target
OODN3XWH08U0LEQJBAIVWH56NLPH8U,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,lion,The lion is in the zoo.,3302,2,2791,24,target
WLLJQNYBLRK58OB5UOLIRHYXNJQLXP,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,pig,The pigs squealed in the mud.,655,2,4199,27,target
SGRXGKAH8VU5M5VSPGNCNTG8OZKVJK,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,trumpet,A trumpet is very loud.,439,1,3653,26,target
UJXTRGNXZ7L1UK0MAMR3PVWLEFRUUI,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,shark,A shark can bite hard.,591,1,2662,21,target
TG0Q6JGU4HLWZZW64CMRQCH7GZGI5Q,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,cow,The cow is mooing.,3808,2,2072,20,target
MNA7TJATD8DZDHSUHNH2O3M1CF43ME,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,shark,The sharks swam frantically.,2547,2,3486,23,target
RTJM7W5MHIH1KE15NQ6O8041849E79,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,turtle,The turtles Have shells on their backs,1378,2,4892,22,target
WREU8S4ZW7ETD1XKT8KVWBUOZO7T8K,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,panda,Pandas chewed bamboo in their cages at the zoo.,2042,2,3519,100,target
VE2E1HOZ1CF82J1QX0RJ1IO50JGOG8,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,rabbit,The rabbit was hopping across the field.,1479,2,3285,6,target
MPB1IA6GY7BBXTEMHP5981GKOLST30,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,car,The cars were all convertibles.,3849,2,3717,7,target
5C46KBW1W5MNJ6MG6PJU3JI3FDSEAZ,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,sword,Swords are weapons.,3849,1,4590,4,example
BPPTTFQIC49KIBIGV790D85WV4TLZG,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,chair,A chair is available if you need a seat.,1307,2,6608,5,target
ONKHQ94NYOIB8D1CI8BZ0DT4G9T2L4,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,bus,The buses were blocking traffic.,1307,2,9130,2,example
5FRQNB5BIJZHOXDRNNVIHGETI94ZA8,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,zebra,The zebra is not extinct.,1307,2,8768,3,example
4WIU5QTE3DE0HT3VXB6VP9F0BLDNRC,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,mouse,A mouse lives in my house.,1307,2,12822,1,example
I0P3NSKVCZG9GGFYASV3G9C50ZKGZV,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,skunk,Skunks are cute but stinky.,3776,1,2481,8,target
UKCJ9HKXFN9DZPPKAV1WZZBFQKVYBW,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,pig,A pig was wallowing in the mud.,4124,2,3963,9,target
MKKB0BL2OUGOR88MF0PPAKRCAEXNHG,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,shirt,Shirts need to be ironed.,2276,1,5559,38,target
GJO3T8O0GYZ6TCZDXZU13XQ1EWFT2S,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,definite,light bulb,The light bulbs crashed to the floor.,2853,2,4767,39,target
OIFBPC2WE5O9QTJJPKRBAA39ITW9AI,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,owl,An owl lived in the oak tree in the back yard.,220,2,3549,36,target
IH3RW9CHJ8YKM6HVGKEN6GE2P8YZ6F,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,guitar,The guitar was out of tune.,2710,2,3430,37,target
CPRCGXUC9UPOG4J55JAWYO4VD2X4D9,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,camel,The camel uses his humps to conserve water,301,1,3401,34,target
88QYZ0TV5ZVYLWZH9N36VREE7V9LEU,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,definite,cheetah,The cheetah is fast.,2897,1,1765,35,target
NJ32DZF9G5LGRVO71CYDNGY21P18VL,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,plural,indefinite,guitar,Guitars are the most popular instrument of country artists.,48,1,3790,32,target
8SUP2M58V6XEGVQBTG740RNCOD2DU5,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,bear,The bears were scary,3001,2,21693,33,target
Z64GD82OTQXLFBXC5C6GP8IUVFKZTW,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,lion,Lions eat meat.,1254,1,2742,30,target
NNHVGI20NB892URDEJNEI3Y72F8D8P,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,definite,pigeon,The pigeons eat seeds.,608,1,3670,31,target
U6S6PPRN6X6F4HHP1TUA11VFJJ3IT8,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,car,A car needs gas,380,1,2902,89,target
G7WUZJGE0002OH4URT9ZBM9FBB8JUT,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,marble,The marble was rolling down the stars.,181,1,5943,88,target
R2WZO7C355SZY67O9I7X1B0H2YCAC3,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,singular,indefinite,dolphin,A dolphin got caught in our fishing nets.,1277,2,3535,83,target
V4YW6Z1YUNOOX2FWHBBELFNCKJ8AIP,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,indefinite,kite,A kite was flying high above the sand dune.,1745,2,3350,82,target
J053G4COQHL2J8T60LHT7UHST838XI,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,animate,plural,indefinite,camel,Camels are very uncomfortable to ride on without a saddle.,1725,1,4519,81,target
4B43OQV6GX27Z4T48TRKE13ZSBNMR7,Sat Apr 25 14:57:59 PDT 2015,"""english""",2,inanimate,singular,definite,shirt,The shirt is very wrinkled.,3661,2,3760,80,target
